EA_CD,SBRB_NM
19914096,MFULENI
19913815,MFULENI
19913079,MFULENI
19913126,MFULENI
19914092,MFULENI
19914090,MFULENI
19914259,MFULENI
19913131,MFULENI
19913149,MFULENI
19913112,MFULENI
19913140,MFULENI
19913127,MFULENI
19913109,MFULENI
19913818,MFULENI
19913107,MFULENI
19913816,MFULENI
19913123,MFULENI
19913817,MFULENI
19913111,MFULENI
19913113,MFULENI
19913822,MFULENI
19913110,MFULENI
19913580,MFULENI
19913819,MFULENI
19913118,MFULENI
19913142,MFULENI
19913823,MFULENI
19913824,MFULENI
19913574,MFULENI
19913106,MFULENI
19913116,MFULENI
19914093,MFULENI
19913114,MFULENI
19913117,MFULENI
19913128,MFULENI
19913124,MFULENI
19913139,MFULENI
19913078,MFULENI
19913076,MFULENI
19913120,MFULENI
19914095,MFULENI
19914258,MFULENI
19913121,MFULENI
19913826,MFULENI
19913105,MFULENI
19914088,MFULENI
19913125,MFULENI
19914087,MFULENI
19914091,MFULENI
19913578,MFULENI
19913136,MFULENI
19913135,MFULENI
19913150,MFULENI
19913825,MFULENI
19913577,MFULENI
19913108,MFULENI
19913115,MFULENI
19913129,MFULENI
19913077,MFULENI
19913130,MFULENI
19913579,MFULENI
19914094,MFULENI
19913827,MFULENI
19913148,MFULENI
19913717,MFULENI
19915090,BELLVILLE CBD
19911710,GRACELAND
19911514,GRACELAND
19911504,GRACELAND
19911490,MANDELA PARK
19911482,MANDELA PARK
19912069,MANDELA PARK
19912108,MANDELA PARK
19911480,MANDELA PARK
19911531,MANDELA PARK
19912070,MANDELA PARK
19911488,MANDELA PARK
19912171,MANDELA PARK
19911503,MANDELA PARK
19912072,MANDELA PARK
19911487,MANDELA PARK
19911477,MANDELA PARK
19911496,MANDELA PARK
19911483,MANDELA PARK
19911506,MANDELA PARK
19911492,MANDELA PARK
19912073,MANDELA PARK
19911478,MANDELA PARK
19912071,MANDELA PARK
19911516,MANDELA PARK
19911533,MANDELA PARK
19911519,MANDELA PARK
19911486,MANDELA PARK
19911537,MANDELA PARK
19911481,MANDELA PARK
19911532,MANDELA PARK
19911695,MANDELA PARK
19911485,MANDELA PARK
19911528,MANDELA PARK
19914845,GARDENS
19915058,GARDENS
19914743,GARDENS
19914799,GARDENS
19914801,GARDENS
19915048,GARDENS
19914926,GARDENS
19914800,GARDENS
19914928,GARDENS
19914796,GARDENS
19915044,GARDENS
19914791,GARDENS
19914929,GARDENS
19911622,UMRHABULO TRIANGLE
19911476,UMRHABULO TRIANGLE
19912104,UMRHABULO TRIANGLE
19911632,UMRHABULO TRIANGLE
19912030,UMRHABULO TRIANGLE
19912023,UMRHABULO TRIANGLE
19911641,UMRHABULO TRIANGLE
19911640,UMRHABULO TRIANGLE
19911636,UMRHABULO TRIANGLE
19911635,UMRHABULO TRIANGLE
19912021,UMRHABULO TRIANGLE
19912026,UMRHABULO TRIANGLE
19911611,UMRHABULO TRIANGLE
19912022,UMRHABULO TRIANGLE
19911612,UMRHABULO TRIANGLE
19911602,UMRHABULO TRIANGLE
19912105,UMRHABULO TRIANGLE
19911511,UMRHABULO TRIANGLE
19911637,UMRHABULO TRIANGLE
19911618,UMRHABULO TRIANGLE
19912216,UMRHABULO TRIANGLE
19911615,UMRHABULO TRIANGLE
19912106,UMRHABULO TRIANGLE
19911634,UMRHABULO TRIANGLE
19912025,UMRHABULO TRIANGLE
19912034,UMRHABULO TRIANGLE
19911479,UMRHABULO TRIANGLE
19912032,UMRHABULO TRIANGLE
19911628,UMRHABULO TRIANGLE
19911535,UMRHABULO TRIANGLE
19911623,UMRHABULO TRIANGLE
19911614,UMRHABULO TRIANGLE
19911621,UMRHABULO TRIANGLE
19911627,UMRHABULO TRIANGLE
19911606,UMRHABULO TRIANGLE
19911638,UMRHABULO TRIANGLE
19911639,UMRHABULO TRIANGLE
19911523,UMRHABULO TRIANGLE
19911619,UMRHABULO TRIANGLE
19911610,UMRHABULO TRIANGLE
19912027,UMRHABULO TRIANGLE
19911630,UMRHABULO TRIANGLE
19912033,UMRHABULO TRIANGLE
19911520,UMRHABULO TRIANGLE
19911607,UMRHABULO TRIANGLE
19911509,UMRHABULO TRIANGLE
19911620,UMRHABULO TRIANGLE
19911613,UMRHABULO TRIANGLE
19912107,UMRHABULO TRIANGLE
19911508,UMRHABULO TRIANGLE
19911624,UMRHABULO TRIANGLE
19912031,UMRHABULO TRIANGLE
19912028,UMRHABULO TRIANGLE
19911603,UMRHABULO TRIANGLE
19911505,UMRHABULO TRIANGLE
19911631,UMRHABULO TRIANGLE
19911626,UMRHABULO TRIANGLE
19911609,UMRHABULO TRIANGLE
19911616,UMRHABULO TRIANGLE
19911604,UMRHABULO TRIANGLE
19911608,UMRHABULO TRIANGLE
19911625,UMRHABULO TRIANGLE
19910573,ERINVALE ESTATE
19910575,ERINVALE ESTATE
19910334,SOMERSET WEST NATURE RESERVE
19914574,MONTAGUE
19914566,N1-STAD
19914573,TYGERDAL
19915429,TYGERDAL
19915185,TYGERDAL
19915431,TYGERDAL
19915186,TYGERDAL
19914557,RICHMOND ESTATE
19914558,RICHMOND ESTATE
19914556,RICHMOND ESTATE
19914563,RICHMOND ESTATE
19914555,RICHMOND ESTATE
19915180,VASCO ESTATE
19914568,VASCO ESTATE
19915442,VASCO ESTATE
19914570,VASCO ESTATE
19915444,VASCO ESTATE
19914553,VASCO ESTATE
19914569,VASCO ESTATE
19915443,VASCO ESTATE
19914567,VASCO ESTATE
19910009,CAPE FARMS - DISTRICT H
19910499,CAPE FARMS - DISTRICT H
19910010,CAPE FARMS - DISTRICT H
19911658,CAPE FARMS - DISTRICT H
19910001,CAPE FARMS - DISTRICT H
19910038,CAPE FARMS - DISTRICT H
19910018,CAPE FARMS - DISTRICT H
19910017,CAPE FARMS - DISTRICT H
19911659,CAPE FARMS - DISTRICT H
19910007,CAPE FARMS - DISTRICT H
19910508,CAPE FARMS - DISTRICT H
19910120,FISH HOEK
19910360,FISH HOEK
19910129,FISH HOEK
19910130,FISH HOEK
19910359,FISH HOEK
19910341,FISH HOEK
19910127,FISH HOEK
19910131,FISH HOEK
19910411,FISH HOEK
19910133,FISH HOEK
19910125,FISH HOEK
19910336,FISH HOEK
19910121,FISH HOEK
19910124,FISH HOEK
19910123,FISH HOEK
19910122,FISH HOEK
19910358,FISH HOEK
19910363,FISH HOEK
19910119,FISH HOEK
19910412,FISH HOEK
19910137,FISH HOEK
19910118,FISH HOEK
19910114,FISH HOEK
19910210,FISH HOEK
19915416,TOWNSEND ESTATE
19915415,TOWNSEND ESTATE
19915422,TOWNSEND ESTATE
19915172,TOWNSEND ESTATE
19915419,TOWNSEND ESTATE
19915420,TOWNSEND ESTATE
19915384,TOWNSEND ESTATE
19915421,TOWNSEND ESTATE
19915423,TOWNSEND ESTATE
19915177,TOWNSEND ESTATE
19910930,TOWNSEND ESTATE
19915425,TOWNSEND ESTATE
19915428,TOWNSEND ESTATE
19911861,SOUTHFIELD
19912572,SOUTHFIELD
19912573,SOUTHFIELD
19916072,SCHOONGEZICHT
19913529,OTTERY
19912597,OTTERY
19912504,OTTERY
19912594,OTTERY
19910797,OTTERY
19910793,OTTERY
19912626,OTTERY
19910805,OTTERY
19913531,OTTERY
19913527,OTTERY
19910801,OTTERY
19910803,OTTERY
19912506,OTTERY
19912592,OTTERY
19913528,OTTERY
19910800,OTTERY
19910799,OTTERY
19910796,OTTERY
19912629,OTTERY
19912505,OTTERY
19911061,GRASSY PARK
19911052,GRASSY PARK
19910766,GRASSY PARK
19911063,GRASSY PARK
19911066,GRASSY PARK
19911055,GRASSY PARK
19910772,GRASSY PARK
19911056,GRASSY PARK
19911053,GRASSY PARK
19911051,GRASSY PARK
19911059,GRASSY PARK
19910764,GRASSY PARK
19911062,GRASSY PARK
19910767,GRASSY PARK
19910769,GRASSY PARK
19911060,GRASSY PARK
19910763,GRASSY PARK
19910765,GRASSY PARK
19910768,GRASSY PARK
19910755,GRASSY PARK
19910756,GRASSY PARK
19911938,RONDEBOSCH
19911934,RONDEBOSCH
19914385,RONDEBOSCH
19910837,RONDEBOSCH
19914382,RONDEBOSCH
19911936,RONDEBOSCH
19913012,RONDEBOSCH
19911942,RONDEBOSCH
19913023,RONDEBOSCH
19914418,RONDEBOSCH
19913013,RONDEBOSCH
19913024,RONDEBOSCH
19913022,RONDEBOSCH
19911947,RONDEBOSCH
19914386,RONDEBOSCH
19913014,RONDEBOSCH
19911935,RONDEBOSCH
19911933,RONDEBOSCH
19914417,RONDEBOSCH
19911940,RONDEBOSCH
19913021,RONDEBOSCH
19914399,RONDEBOSCH
19913011,RONDEBOSCH
19913010,RONDEBOSCH
19914391,RONDEBOSCH
19911927,RONDEBOSCH
19911939,RONDEBOSCH
19913016,RONDEBOSCH
19913020,RONDEBOSCH
19913019,RONDEBOSCH
19914400,RONDEBOSCH
19914389,RONDEBOSCH
19913017,RONDEBOSCH
19911538,DRIFTSANDS
19913243,DRIFTSANDS
19911502,DRIFTSANDS
19913832,DRIFTSANDS
19911493,DRIFTSANDS
19911513,DRIFTSANDS
19911549,DRIFTSANDS
19911554,DRIFTSANDS
19912567,DRIFTSANDS
19913104,DRIFTSANDS
19913830,DRIFTSANDS
19913065,DRIFTSANDS
19913081,DRIFTSANDS
19913075,DRIFTSANDS
19914194,DRIFTSANDS
19913820,DRIFTSANDS
19911536,DRIFTSANDS
19911534,DRIFTSANDS
19912029,DRIFTSANDS
19912162,KELDERHOF
19912160,KELDERHOF
19912159,SITARI COUNTRY ESTATE
19910972,MACASSAR
19910976,MACASSAR
19911651,MACASSAR
19911649,MACASSAR
19911648,MACASSAR
19912085,MACASSAR
19910981,MACASSAR
19912002,MACASSAR
19910975,MACASSAR
19911652,MACASSAR
19910982,FIRGROVE
19915667,WELGELEGEN
19915680,WELGELEGEN
19915668,WELGELEGEN
19915850,OUDE WESTHOF
19915840,PLATTEKLOOF 3
19914656,BOSTON
19915509,BOSTON
19914641,BOSTON
19915518,BOSTON
19915501,BOSTON
19915034,OBSERVATORY
19911968,OBSERVATORY
19915033,OBSERVATORY
19911965,OBSERVATORY
19914479,OBSERVATORY
19911959,OBSERVATORY
19914478,OBSERVATORY
19911967,OBSERVATORY
19914484,OBSERVATORY
19915029,OBSERVATORY
19911966,OBSERVATORY
19915032,OBSERVATORY
19914487,OBSERVATORY
19911963,OBSERVATORY
19911969,OBSERVATORY
19914481,OBSERVATORY
19914482,OBSERVATORY
19914540,EPPING INDUSTRIA 2
19914536,THE RANGE
19914530,THE RANGE
19910802,WETTON
19910809,WETTON
19912508,WETTON
19910807,WETTON
19910808,WETTON
19916165,DUNOON
19916142,DUNOON
19916126,DUNOON
19916176,DUNOON
19915878,KILLARNEY GARDENS
19916181,RACING PARK
19913219,DE KUILEN
19913218,DE KUILEN
19913220,DE KUILEN
19910618,KIRSTENHOF
19910617,KIRSTENHOF
19911000,KIRSTENHOF
19910616,KIRSTENHOF
19911665,KIRSTENHOF
19911244,KIRSTENHOF
19911001,KIRSTENHOF
19911006,KIRSTENHOF
19911004,KIRSTENHOF
19910278,HERITAGE PARK
19910985,HERITAGE PARK
19910279,HERITAGE PARK
19910280,HERITAGE PARK
19910986,HERITAGE PARK
19910281,HERITAGE PARK
19910984,HERITAGE PARK
19912557,ATHLONE
19910852,ATHLONE
19912556,ATHLONE
19910851,ATHLONE
19912554,ATHLONE
19910853,ATHLONE
19910847,ATHLONE
19912560,ATHLONE
19910841,ATHLONE
19912548,CRAWFORD
19912549,CRAWFORD
19913732,CRAWFORD
19913734,CRAWFORD
19913737,CRAWFORD
19913739,CRAWFORD
19916255,BLAAUWBERGSTRAND
19916210,WEST BEACH
19912095,EAGLE PARK
19912090,EAGLE PARK
19912091,EAGLE PARK
19912225,CONSTANTIA
19910665,CONSTANTIA
19912237,CONSTANTIA
19912231,CONSTANTIA
19912230,CONSTANTIA
19910663,CONSTANTIA
19910668,CONSTANTIA
19912242,CONSTANTIA
19910660,CONSTANTIA
19912233,CONSTANTIA
19910661,CONSTANTIA
19913028,CONSTANTIA
19911662,CONSTANTIA
19912235,CONSTANTIA
19911661,CONSTANTIA
19910687,CONSTANTIA
19912227,CONSTANTIA
19912236,CONSTANTIA
19912244,CONSTANTIA
19911663,CONSTANTIA
19910664,CONSTANTIA
19912239,CONSTANTIA
19912226,CONSTANTIA
19911907,KENILWORTH
19911901,KENILWORTH
19911906,KENILWORTH
19912970,KENILWORTH
19914185,KENILWORTH
19914193,KENILWORTH
19912968,KENILWORTH
19912972,KENILWORTH
19911904,KENILWORTH
19911913,KENILWORTH
19912977,KENILWORTH
19911902,KENILWORTH
19911905,KENILWORTH
19912980,KENILWORTH
19913802,KENILWORTH
19911911,KENILWORTH
19912974,KENILWORTH
19914107,KENILWORTH
19914187,KENILWORTH
19912961,WYNBERG
19912964,WYNBERG
19913716,WYNBERG
19912965,WYNBERG
19912960,WYNBERG
19912967,WYNBERG
19911892,WYNBERG
19913719,WYNBERG
19911900,WYNBERG
19912959,WYNBERG
19911898,WYNBERG
19910674,WYNBERG
19910677,WYNBERG
19911893,WYNBERG
19913549,WYNBERG
19910676,WYNBERG
19910683,WYNBERG
19910681,WYNBERG
19913532,WYNBERG
19910675,WYNBERG
19911894,WYNBERG
19910673,WYNBERG
19911897,WYNBERG
19910672,WYNBERG
19911895,WYNBERG
19911891,WYNBERG
19910140,CLOVELLY
19910136,CLOVELLY
19911973,MAITLAND
19910911,MAITLAND
19911977,MAITLAND
19910919,MAITLAND
19910916,MAITLAND
19915216,MAITLAND
19915218,MAITLAND
19910904,MAITLAND
19914730,MAITLAND
19910444,KALK BAY
19913000,NEWLANDS
19913006,NEWLANDS
19913001,NEWLANDS
19914359,NEWLANDS
19910696,NEWLANDS
19913015,NEWLANDS
19910702,NEWLANDS
19910321,LA CONCORDE
19910326,LA CONCORDE
19910322,LA CONCORDE
19914953,CAPE TOWN CITY CENTRE
19914786,CAPE TOWN CITY CENTRE
19914785,CAPE TOWN CITY CENTRE
19914784,CAPE TOWN CITY CENTRE
19915191,CAPE TOWN CITY CENTRE
19915060,CAPE TOWN CITY CENTRE
19915197,CAPE TOWN CITY CENTRE
19914943,CAPE TOWN CITY CENTRE
19914781,CAPE TOWN CITY CENTRE
19915363,CAPE TOWN CITY CENTRE
19914779,CAPE TOWN CITY CENTRE
19915362,CAPE TOWN CITY CENTRE
19914945,CAPE TOWN CITY CENTRE
19915061,CAPE TOWN CITY CENTRE
19914946,CAPE TOWN CITY CENTRE
19914538,ELSIES RIVER
19914545,ELSIES RIVER
19912431,ELSIES RIVER
19914537,ELSIES RIVER
19914541,ELSIES RIVER
19914539,ELSIES RIVER
19912434,AVONWOOD
19912439,AVONWOOD
19912441,AVONWOOD
19912437,AVONWOOD
19914551,RIVERTON ELSIES RIVER
19914552,RIVERTON ELSIES RIVER
19914550,RIVERTON ELSIES RIVER
19910146,FIRLANDS
19910088,FIRLANDS
19914470,HIGHBURY
19914292,HIGHBURY
19910335,STELLENBOSCH FARMS
19910206,STELLENBOSCH FARMS
19910095,STELLENBOSCH FARMS
19910551,STELLENBOSCH FARMS
19910548,STELLENBOSCH FARMS
19910332,STELLENBOSCH FARMS
19910552,STELLENBOSCH FARMS
19910329,STELLENBOSCH FARMS
19910168,BROADLANDS
19910167,BROADLANDS
19911302,ROCKLANDS
19911846,ROCKLANDS
19911401,ROCKLANDS
19911394,ROCKLANDS
19911142,ROCKLANDS
19911303,ROCKLANDS
19911257,ROCKLANDS
19911306,ROCKLANDS
19911308,ROCKLANDS
19911301,ROCKLANDS
19911387,ROCKLANDS
19911385,ROCKLANDS
19911398,ROCKLANDS
19911309,ROCKLANDS
19911389,ROCKLANDS
19911307,ROCKLANDS
19911839,ROCKLANDS
19911391,ROCKLANDS
19911392,ROCKLANDS
19911140,ROCKLANDS
19911395,ROCKLANDS
19911384,ROCKLANDS
19911383,ROCKLANDS
19911390,ROCKLANDS
19911399,ROCKLANDS
19911300,ROCKLANDS
19911400,ROCKLANDS
19911144,ROCKLANDS
19911386,ROCKLANDS
19911388,ROCKLANDS
19911304,ROCKLANDS
19911143,ROCKLANDS
19914765,ORANJEZICHT
19914759,ORANJEZICHT
19914763,ORANJEZICHT
19914741,ORANJEZICHT
19914790,ORANJEZICHT
19914742,ORANJEZICHT
19914744,ORANJEZICHT
19914797,ORANJEZICHT
19914764,ORANJEZICHT
19914756,ORANJEZICHT
19912251,DIEP RIVER
19911863,DIEP RIVER
19910643,DIEP RIVER
19912586,DIEP RIVER
19911869,DIEP RIVER
19912249,DIEP RIVER
19910644,DIEP RIVER
19912250,DIEP RIVER
19911860,DIEP RIVER
19912253,DIEP RIVER
19910605,MUIZENBERG
19910501,MUIZENBERG
19910591,MUIZENBERG
19910706,MUIZENBERG
19910586,MUIZENBERG
19910720,MUIZENBERG
19910601,MUIZENBERG
19910582,MUIZENBERG
19910718,MUIZENBERG
19910498,MUIZENBERG
19910704,MUIZENBERG
19910580,MUIZENBERG
19910497,MUIZENBERG
19910593,MUIZENBERG
19910711,MUIZENBERG
19910990,MUIZENBERG
19910590,MUIZENBERG
19910504,MUIZENBERG
19910597,MUIZENBERG
19910588,MUIZENBERG
19910987,MUIZENBERG
19910705,MUIZENBERG
19910502,MUIZENBERG
19914544,AVON
19913426,DELFT SOUTH
19914134,DELFT SOUTH
19913410,DELFT SOUTH
19914198,DELFT SOUTH
19913417,DELFT SOUTH
19914197,DELFT SOUTH
19914184,DELFT SOUTH
19914183,DELFT SOUTH
19913411,DELFT SOUTH
19913416,DELFT SOUTH
19913423,DELFT SOUTH
19914199,DELFT SOUTH
19914202,DELFT SOUTH
19914135,DELFT SOUTH
19914137,DELFT SOUTH
19913415,DELFT SOUTH
19914128,DELFT SOUTH
19913405,DELFT SOUTH
19914127,DELFT SOUTH
19913421,DELFT SOUTH
19913408,DELFT SOUTH
19914136,DELFT SOUTH
19914181,DELFT SOUTH
19914196,DELFT SOUTH
19914195,DELFT SOUTH
19913407,DELFT SOUTH
19914133,DELFT SOUTH
19913406,DELFT SOUTH
19913422,DELFT SOUTH
19913414,DELFT SOUTH
19913419,DELFT SOUTH
19913429,DELFT SOUTH
19913425,DELFT SOUTH
19913409,DELFT SOUTH
19913424,DELFT SOUTH
19913427,DELFT SOUTH
19914131,DELFT SOUTH
19913420,DELFT SOUTH
19913413,DELFT SOUTH
19914129,DELFT SOUTH
19914132,DELFT SOUTH
19914130,DELFT SOUTH
19910775,LOTUS RIVER
19912101,LOTUS RIVER
19910782,LOTUS RIVER
19911076,LOTUS RIVER
19912100,LOTUS RIVER
19911078,LOTUS RIVER
19912603,LOTUS RIVER
19911070,LOTUS RIVER
19910777,LOTUS RIVER
19910787,LOTUS RIVER
19912221,LOTUS RIVER
19911068,LOTUS RIVER
19911067,LOTUS RIVER
19911077,LOTUS RIVER
19912098,LOTUS RIVER
19912222,LOTUS RIVER
19911069,LOTUS RIVER
19912096,LOTUS RIVER
19911074,LOTUS RIVER
19911075,LOTUS RIVER
19911081,LOTUS RIVER
19911084,LOTUS RIVER
19912220,LOTUS RIVER
19912097,LOTUS RIVER
19911071,LOTUS RIVER
19910789,LOTUS RIVER
19911073,LOTUS RIVER
19912602,LOTUS RIVER
19911072,LOTUS RIVER
19912170,LOTUS RIVER
19910791,LOTUS RIVER
19910788,LOTUS RIVER
19911085,LOTUS RIVER
19912984,CLAREMONT
19914274,CLAREMONT
19914336,CLAREMONT
19912997,CLAREMONT
19911912,CLAREMONT
19912979,CLAREMONT
19911919,CLAREMONT
19914277,CLAREMONT
19913004,CLAREMONT
19912991,CLAREMONT
19910688,CLAREMONT
19910691,CLAREMONT
19912993,CLAREMONT
19912996,CLAREMONT
19912988,CLAREMONT
19911928,CLAREMONT
19912983,CLAREMONT
19912987,CLAREMONT
19912986,CLAREMONT
19911922,CLAREMONT
19913005,CLAREMONT
19914276,CLAREMONT
19910695,CLAREMONT
19911926,CLAREMONT
19911920,CLAREMONT
19914325,CLAREMONT
19914275,CLAREMONT
19912989,CLAREMONT
19912994,CLAREMONT
19910693,CLAREMONT
19914918,THREE ANCHOR BAY
19914975,THREE ANCHOR BAY
19915020,THREE ANCHOR BAY
19914977,THREE ANCHOR BAY
19914919,THREE ANCHOR BAY
19914915,THREE ANCHOR BAY
19914920,THREE ANCHOR BAY
19910835,RONDEBOSCH EAST
19910836,RONDEBOSCH EAST
19910834,RONDEBOSCH EAST
19910842,RONDEBOSCH EAST
19910838,RONDEBOSCH EAST
19914425,CAMPS BAY / BAKOVEN
19914422,CAMPS BAY / BAKOVEN
19914255,CAMPS BAY / BAKOVEN
19914421,CAMPS BAY / BAKOVEN
19914419,CAMPS BAY / BAKOVEN
19914420,CAMPS BAY / BAKOVEN
19914253,CAMPS BAY / BAKOVEN
19914423,CAMPS BAY / BAKOVEN
19914424,CAMPS BAY / BAKOVEN
19910892,EPPING INDUSTRIA 1
19912446,LEONSDALE
19912452,LEONSDALE
19912447,LEONSDALE
19912445,LEONSDALE
19912450,LEONSDALE
19915209,LEONSDALE
19915212,LEONSDALE
19912448,LEONSDALE
19911870,PLUMSTEAD
19912952,PLUMSTEAD
19912956,PLUMSTEAD
19911883,PLUMSTEAD
19911885,PLUMSTEAD
19911881,PLUMSTEAD
19911867,PLUMSTEAD
19912955,PLUMSTEAD
19911882,PLUMSTEAD
19912581,PLUMSTEAD
19912596,PLUMSTEAD
19910658,PLUMSTEAD
19910666,PLUMSTEAD
19911884,PLUMSTEAD
19911875,PLUMSTEAD
19912630,PLUMSTEAD
19911874,PLUMSTEAD
19911879,PLUMSTEAD
19911886,PLUMSTEAD
19912953,PLUMSTEAD
19912580,PLUMSTEAD
19910669,PLUMSTEAD
19911868,PLUMSTEAD
19911888,PLUMSTEAD
19912859,PLUMSTEAD
19911887,PLUMSTEAD
19911880,PLUMSTEAD
19912860,PLUMSTEAD
19912575,PLUMSTEAD
19912182,HOUT BAY
19912191,HOUT BAY
19912037,HOUT BAY
19912179,HOUT BAY
19912189,HOUT BAY
19912184,HOUT BAY
19912193,HOUT BAY
19912180,HOUT BAY
19912178,HOUT BAY
19912175,HOUT BAY
19912199,HOUT BAY
19912051,HOUT BAY
19912174,HOUT BAY
19912043,HOUT BAY
19912194,HOUT BAY
19912192,HOUT BAY
19912041,HOUT BAY
19912197,HOUT BAY
19912195,HOUT BAY
19912061,HOUT BAY
19912188,HOUT BAY
19912173,HOUT BAY
19912172,HOUT BAY
19912177,HOUT BAY
19912200,HOUT BAY
19912040,HOUT BAY
19912047,HOUT BAY
19912218,HOUT BAY
19912058,HOUT BAY
19912064,HOUT BAY
19912176,HOUT BAY
19914491,WOODSTOCK
19914488,WOODSTOCK
19914508,WOODSTOCK
19914495,WOODSTOCK
19914485,WOODSTOCK
19914506,WOODSTOCK
19914511,WOODSTOCK
19911981,WOODSTOCK
19914496,WOODSTOCK
19914517,WOODSTOCK
19914514,WOODSTOCK
19914494,WOODSTOCK
19914497,WOODSTOCK
19914498,WOODSTOCK
19915461,BROOKLYN
19915370,BROOKLYN
19911989,BROOKLYN
19915368,BROOKLYN
19915371,BROOKLYN
19910394,STRAND
19910440,STRAND
19910369,STRAND
19910392,STRAND
19910393,STRAND
19910465,STRAND
19910475,STRAND
19910396,STRAND
19910372,STRAND
19910481,STRAND
19910399,STRAND
19910397,STRAND
19910492,STRAND
19910244,STRAND
19910368,STRAND
19910247,STRAND
19910169,STRAND
19910473,STRAND
19910491,STRAND
19910227,STRAND
19910378,STRAND
19910224,STRAND
19910240,STRAND
19910241,STRAND
19910476,STRAND
19910243,STRAND
19910485,STRAND
19910474,STRAND
19910482,STRAND
19910467,STRAND
19910479,STRAND
19910456,STRAND
19910251,STRAND
19910236,STRAND
19910518,STRAND
19910233,STRAND
19910462,STRAND
19910379,STRAND
19910463,STRAND
19910373,STRAND
19910520,STRAND
19910484,STRAND
19910470,STRAND
19910290,STRAND
19910459,STRAND
19910400,STRAND
19910472,STRAND
19910228,STRAND
19910229,STRAND
19910453,STRAND
19910391,STRAND
19910246,STRAND
19910471,STRAND
19910469,STRAND
19910457,STRAND
19910230,STRAND
19910483,STRAND
19910376,STRAND
19910374,STRAND
19910371,STRAND
19910225,STRAND
19910242,STRAND
19910454,STRAND
19910388,STRAND
19910452,STRAND
19910380,STRAND
19910455,STRAND
19910226,STRAND
19910486,STRAND
19910248,STRAND
19910447,STRAND
19910458,STRAND
19910477,STRAND
19910478,STRAND
19910381,STRAND
19910387,STRAND
19910480,STRAND
19910398,STRAND
19910519,STRAND
19910375,STRAND
19910284,STRAND
19910232,STRAND
19914461,MOWBRAY
19914463,MOWBRAY
19914466,MOWBRAY
19914467,MOWBRAY
19911955,MOWBRAY
19914720,MOWBRAY
19914462,MOWBRAY
19914465,MOWBRAY
19911951,MOWBRAY
19911948,MOWBRAY
19914477,MOWBRAY
19911956,MOWBRAY
19911953,MOWBRAY
19911952,MOWBRAY
19910830,LANSDOWNE
19913731,LANSDOWNE
19913726,LANSDOWNE
19913729,LANSDOWNE
19910817,LANSDOWNE
19910816,LANSDOWNE
19910831,LANSDOWNE
19910815,LANSDOWNE
19913725,LANSDOWNE
19913728,LANSDOWNE
19910829,LANSDOWNE
19912528,LANSDOWNE
19910819,LANSDOWNE
19910820,LANSDOWNE
19913733,LANSDOWNE
19913730,LANSDOWNE
19910821,LANSDOWNE
19913723,LANSDOWNE
19912522,LANSDOWNE
19910812,LANSDOWNE
19914901,SEA POINT
19914872,SEA POINT
19915206,SEA POINT
19914880,SEA POINT
19915016,SEA POINT
19914882,SEA POINT
19915226,SEA POINT
19915223,SEA POINT
19914874,SEA POINT
19914897,SEA POINT
19915011,SEA POINT
19914891,SEA POINT
19914907,SEA POINT
19914890,SEA POINT
19914910,SEA POINT
19914895,SEA POINT
19915224,SEA POINT
19915010,SEA POINT
19914900,SEA POINT
19914898,SEA POINT
19915013,SEA POINT
19915015,SEA POINT
19914896,SEA POINT
19915225,SEA POINT
19915012,SEA POINT
19914893,SEA POINT
19914863,SEA POINT
19914878,SEA POINT
19915005,SEA POINT
19914911,SEA POINT
19914885,SEA POINT
19915007,SEA POINT
19915018,SEA POINT
19914871,SEA POINT
19914873,SEA POINT
19914889,SEA POINT
19915004,SEA POINT
19914905,SEA POINT
19914892,SEA POINT
19915205,SEA POINT
19914899,SEA POINT
19914859,SEA POINT
19914862,SEA POINT
19914879,SEA POINT
19914856,BANTRY BAY
19914855,BANTRY BAY
19914860,BANTRY BAY
19910559,BIZWENI
19910558,BIZWENI
19910561,BIZWENI
19910556,BIZWENI
19910562,BIZWENI
19916367,WESTERDALE
19912161,CROYDON
19911171,WOODLANDS
19911176,WOODLANDS
19911169,WOODLANDS
19911181,WOODLANDS
19911177,WOODLANDS
19911174,WOODLANDS
19911345,LENTEGEUR
19911365,LENTEGEUR
19911361,LENTEGEUR
19911354,LENTEGEUR
19911357,LENTEGEUR
19911437,LENTEGEUR
19911343,LENTEGEUR
19911352,LENTEGEUR
19911346,LENTEGEUR
19911360,LENTEGEUR
19911434,LENTEGEUR
19911351,LENTEGEUR
19911349,LENTEGEUR
19911366,LENTEGEUR
19911824,LENTEGEUR
19911423,LENTEGEUR
19912585,LENTEGEUR
19911422,LENTEGEUR
19911438,LENTEGEUR
19911432,LENTEGEUR
19911362,LENTEGEUR
19911364,LENTEGEUR
19911433,LENTEGEUR
19911825,LENTEGEUR
19911356,LENTEGEUR
19911823,LENTEGEUR
19911431,LENTEGEUR
19911439,LENTEGEUR
19911348,LENTEGEUR
19911425,LENTEGEUR
19912600,LENTEGEUR
19911344,LENTEGEUR
19911355,LENTEGEUR
19912582,LENTEGEUR
19911353,LENTEGEUR
19911350,LENTEGEUR
19911426,LENTEGEUR
19911358,LENTEGEUR
19912601,LENTEGEUR
19911424,LENTEGEUR
